REQUISITION_NO;LINE_NO;RELEASE_NO;LAST_AUTHORIZED_DATE;WANTED_RECEIPT_DATE;REQUISITIONER_CODE;REQUISITIONER_NAME;NOTE_TEXT;PART_NO;PART_DESCRIPTION;ORIGINAL_QTY;BUY_UNIT_MEAS;FBUY_UNIT_PRICE;SPEC1;SPEC2;SPB_REFERENCE;BUYER_CODE;STATUS
SAL210000307;1;1;2021/08/12 00:00:00.000;2021/02/28 00:00:00.000;ST154_SAL1;Site - Rawat TM;;700011111;PRUNING TM; 17.6;ha; 32414.0;;BLOK 001 AFD OA INTI 1;23/KTU-SAL1/TAN/I/21;BUYER11_SAL1;Authorized
BNA210000277;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST166_BNA1;Site - Infrastructure;;700069468;JASA PERBAIKAN POMPA; 1.0;unit; 6760000.0;;;01/SPB/TEK/BNA/08/21;BUYER11_INP1;Authorized
BNA210000278;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST166_BNA1;Site - Infrastructure;;700069468;JASA PERBAIKAN POMPA; 1.0;unit; 1248000.0;;;02/SPB/TEK/BNA/08/21;BUYER11_INP1;Authorized
KED210001472;1;1;2021/08/12 00:00:00.000;2021/05/05 00:00:00.000;ST154_KED1;Site - Rawat TM;;451000432;TAS PINGGANG; 336.0;pcs; 75000.0;;;KED/XPRO/MRW/IV/2021;BUYER203_HO;Authorized
TPP210002156;1;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST163_TPP4;Site - Workshop Central;;315112175;Mild Steel Flat Bar SS400 DIN; 175.0;btg; 240000.0;(12.0 X 40) mm X 6 m;;;BUYER501_HO;Authorized
SAL210002449;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST163_SAL2;Site - Workshop Central;;121030375;GRINDING MACHINE; 1.0;pcs; 3750000.0;"14""";;SPB/404/VIII/2021;BUYER11_SAL2;Authorized
SAL210002450;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST163_SAL2;Site - Workshop Central;;121030017;GRINDING MACHINE; 1.0;unit; 2100000.0;"7""";;SPB/405/VIII/2021;BUYER11_SAL2;Authorized
TBM210001362;1;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST167_TBM1;Site - Workshop;;700069468;JASA PERBAIKAN POMPA; 2.0;unit; 950000.0;;;;BUYER11_TBM1;Authorized
TBM210001364;1;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST167_TBM1;Site - Workshop;;700069454;JASA SERVIS INJECTOR PC 200-8; 5.0;unit; 2265000.0;;;;BUYER11_TBM1;Authorized
TBM210001280;2;1;2021/08/12 00:00:00.000;2021/07/14 00:00:00.000;ST174_TBM1;Site - WMS;;125070108;Dony Senter Kepala; 11.0;set; 280000.0;KL-190;;;BUYER11_TBM1;Authorized
TBM210001280;1;1;2021/08/12 00:00:00.000;2021/07/14 00:00:00.000;ST174_TBM1;Site - WMS;;171920063;SELANG BENANG; 1.0;Roll; 989000.0;"1""";;;BUYER11_TBM1;Authorized
EDI210001547;9;1;2021/08/12 00:00:00.000;2021/07/25 00:00:00.000;ST173_EDI2;Site - GA;;121120320;GORONG - GORONG BETON; 12.0;pcs; 600000.0;(100 x 10) cm x 1 m;;3/umum/EDI2/VII/21;BUYER11_EDI2;Authorized
SAM210001008;1;1;2021/08/12 00:00:00.000;2021/08/06 00:00:00.000;ST174_SAM1;Site - WMS;;171340551;ENGINE ASSY; 2.0;unit; 130000000.0;TD 266B-69;;SAM 21/06/0802021;BUYER201_HO;Authorized
TBM210001354;1;1;2021/08/12 00:00:00.000;2021/07/31 00:00:00.000;ST161_TBM1;Site - Pabrik;;400050048;Perbaikan Decanter 3 Phase; 1.0;lot; 60000000.0;;PROBLEM SOLVING DECANTER HAUS TYPE 5342;157/PBR;BUYER504_HO;Authorized
STN210001062;1;1;2021/08/12 00:00:00.000;2021/07/19 00:00:00.000;ST152_STN1;Site - LC & Tanam;;451000209;ALKON ROBIN; 1.0;pcs; 4507500.0;EY 20;;413/VII/2021;BUYER11_STN1;Authorized
PLB210002351;4;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_PLB1;Site - Pabrik;;171180206;CHAIN; 1.0;pcs; 2100000.0;RS 100 DUPLEX;;PAB/PLB1/286;BUYER505_HO;Authorized
PLB210002351;3;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_PLB1;Site - Pabrik;;172020243;SPROCKET; 1.0;pcs; 12890000.0;100 B2 42T;;PAB/PLB1/286;BUYER505_HO;Authorized
PLB210002351;2;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_PLB1;Site - Pabrik;;172020242;SPROCKET; 1.0;pcs; 3100000.0;100 B2 21T;;PAB/PLB1/286;BUYER505_HO;Authorized
PLB210002351;1;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_PLB1;Site - Pabrik;;172020082;SPROCKET; 4.0;pcs; 3262000.0;"6"" -8T";;PAB/PLB1/286;BUYER505_HO;Authorized
SPP210001368;3;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST161_SPP1;Site - Pabrik;;111070009;GRINDING DISK CUTTING; 50.0;pcs; 17000.0;"4""";;SPP-PAB/238/VII/2021;BUYER11_SPP1;Authorized
SPP210001368;4;1;2021/08/12 00:00:00.000;2021/07/27 00:00:00.000;ST161_SPP1;Site - Pabrik;;171081424;BOLT & NUT BAJA; 100.0;pcs; 12000.0;"3/4"" x 4""";;SPP-PAB/238/VII/2021;BUYER11_SPP1;Authorized
SPP210001368;2;1;2021/08/12 00:00:00.000;2021/07/23 00:00:00.000;ST161_SPP1;Site - Pabrik;;111030929;BATU KORAL; 5.0;m3; 575000.0;"2/3""";;SPP-PAB/238/VII/2021;BUYER11_SPP1;Authorized
SPP210001368;1;1;2021/08/12 00:00:00.000;2021/07/23 00:00:00.000;ST161_SPP1;Site - Pabrik;;123854366;"Pressure Gauge Stem  1/2""NPT thread"; 4.0;pcs; 3500000.0;"Scl(0-10)bar Size 4""";;SPP-PAB/238/VII/2021;BUYER506_HO;Authorized
SAL210002433;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_SAL2;Site - Infrastructure;MAINROAD;111034687;PASIR BATU (SIRTU); 200.0;m3; 120000.0;SUNGAI;;66/TEK/VIII/21;BUYER11_SAL2;Authorized
SDI210002020;1;1;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST167_SDI1;Site - Workshop;;700023101;RM KENDARAAN; 1.0;EA; 2683363.0;;GANTI TIE ROD, CROSS JOINT, KAMPAS KOPLING & SERVICE BERKALA;GSDI/SPB-ST/164/2021;BUYER11_SDI1;Authorized
SDI210002021;1;1;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST167_SDI1;Site - Workshop;;700023101;RM KENDARAAN; 1.0;EA; 910727.0;;GANTI SHOCK, BUSHING STABILIZER & BUSHING SPRING;GSDI/SPB-ST/165/2021;BUYER11_SDI1;Authorized
TPP210002052;2;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 450000.0;;;;BUYER11_TPP4;Authorized
TPP210002052;1;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 3100000.0;;;;BUYER11_TPP4;Authorized
TPP210002053;2;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 639050.0;;;;BUYER11_TPP4;Authorized
TPP210002053;1;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 1000000.0;;;;BUYER11_TPP4;Authorized
TPP210002054;2;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066105;ASURANSI TRANSPORT MATERIAL; 1.0;lot; 414000.0;;;;BUYER11_TPP4;Authorized
TPP210002054;1;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 8500000.0;;;;BUYER11_TPP4;Authorized
TPP210002055;1;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 600000.0;;;;BUYER11_TPP4;Authorized
TPP210002056;1;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 500000.0;;;;BUYER11_TPP4;Authorized
TPP210002057;1;1;2021/08/12 00:00:00.000;2021/07/24 00:00:00.000;ST163_TPP4;Site - Workshop Central;;700066102;TRANSPORT MATERIAL(NON PO INVENTORY; 1.0;EA; 1100000.0;;;;BUYER11_TPP4;Authorized
SJA210001057;8;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034669;BUKU KONTROL TPH KRANI QA; 15.0;pcs; 12000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;7;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034102;CETAKAN BUKU KONTROL KEPALA KEBUN; 15.0;pcs; 12000.0;80 SHEET;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;3;2;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034101;CETAKAN BUKU KONTROL ASISTEN; 15.0;pcs; 12000.0;80 SHEET;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;6;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111033838;Buku kontrol ketuntasan M1; 15.0;pcs; 12000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;5;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034469;BUKU KONTROL TBS QA; 30.0;pcs; 12000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;4;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111033833;Buku kontrol kerani QA; 30.0;pcs; 15000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;3;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034101;CETAKAN BUKU KONTROL ASISTEN; 15.0;pcs; 12000.0;80 SHEET;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111033836;Buku kontrol mandor I; 15.0;pcs; 12000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001057;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111033832;Buku kontrol mandor panen SIC; 30.0;pcs; 12000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;7;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034669;BUKU KONTROL TPH KRANI QA; 52.0;pcs; 11000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;6;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034098;CETAKAN BUKU KONTROL MANDOR 1; 12.0;pcs; 11000.0;80 SHEET;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;5;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111033836;Buku kontrol mandor I; 12.0;pcs; 11000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;4;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034442;BUKU KONTROL MANDOR RAWAT GANJIL; 20.0;pcs; 11000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;3;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034441;BUKU KONTROL MANDOR RAWAT GENAP; 20.0;pcs; 11000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034440;BUKU KONTROL MANDOR PANEN GANJIL; 24.0;pcs; 11000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SJA210001058;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;111034439;BUKU KONTROL MANDOR PANEN GENAP; 24.0;pcs; 11000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SDI210001993;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST156_SDI1;Site - Pupuk TM;;700023100;RM ALAT BERAT; 1.0;EA; 950000.0;;SERVICE DINAMO STARTER;GSDI/SPB-ST/158/2021;BUYER11_SDI1;Authorized
SDI210001993;1;2;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST156_SDI1;Site - Pupuk TM;;700023100;RM ALAT BERAT; 1.0;EA; 925000.0;;SERVICE DINAMO STARTER;GSDI/SPB-ST/158/2021;BUYER11_SDI1;Authorized
SDI210001994;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST167_SDI1;Site - Workshop;;700023102;RM MESIN; 1.0;EA; 3140000.0;;REPAIR EXCITER;GSDI/SPB-ST/159/2021;BUYER11_SDI1;Authorized
SDI210001998;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_SDI1;Site - Infrastructure;;700023100;RM ALAT BERAT; 1.0;EA; 565000.0;;SERVICE ALTENATOR;GSDI/SPB-ST/161/2021;BUYER11_SDI1;Authorized
SDI210001999;1;2;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST167_SDI1;Site - Workshop;;700023102;RM MESIN; 1.0;EA; 110000.0;;SERVICE MOTOR LISTRIK;GSDI/SPB-ST/162/2021;BUYER11_SDI1;Authorized
SDI210001999;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST167_SDI1;Site - Workshop;;700023102;RM MESIN; 1.0;EA; 110000.0;;SERVICE MOTOR LISTRIK;GSDI/SPB-ST/162/2021;BUYER11_SDI1;Authorized
SDI210002000;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST167_SDI1;Site - Workshop;;700023101;RM KENDARAAN; 1.0;EA; 200000.0;;SERVICE DINAMO STARTER;GSDI/SPB-ST/163/2021;BUYER11_SDI1;Authorized
SYM210000415;1;1;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST167_SYM1;Site - Workshop;;700023101;RM KENDARAAN; 1.0;EA; 925000.0;;SPOORING & BALANCING;GSYM/SPB-ST/70/2021;BUYER11_SYM1;Authorized
SYM210000416;1;1;2021/08/12 00:00:00.000;2021/08/12 00:00:00.000;ST168_SYM1;Site - Infield;;700023100;RM ALAT BERAT; 1.0;EA; 4270000.0;;SERVICE LINER ENGINE;GSYM/SPB-ST/71/2021;BUYER11_SYM1;Authorized
SJA210001060;10;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111033931;CAT AVIAN 1 LITER; 4.0;can; 65000.0;KUNING;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;9;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111033933;CAT AVIAN 1 LITER; 3.0;can; 65000.0;ORANGE;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;8;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111030846;LEM BESI; 7.0;pcs; 20000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;7;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;171680051;ENGSEL; 2.0;pcs; 15000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;6;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;174180051;LAMPU LED; 5.0;pcs; 65000.0;13 W;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;5;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111070098;MATA GERINDA KERAMIK; 3.0;pcs; 100000.0;"4 """;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;4;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111070092;MATA GERINDA TEBAL; 25.0;pcs; 20000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;3;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111070038;MATA GERINDA; 50.0;pcs; 10000.0;"4""";;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111020055;BAN DALAM ANGKONG; 5.0;pcs; 35000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001060;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;123040013;Sarung Tangan Kulit / Las; 24.0;pcs; 65000.0;N/A;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001061;5;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111032405;ISI STAPLES 10; 20.0;pkg; 5000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001061;4;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111032408;SPIDOL PERMANEN; 12.0;pcs; 10000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001061;3;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111034837;MOUSE PAD; 2.0;pcs; 125000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001061;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111032413;KERTAS A4; 2.0;Rim; 60000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
SJA210001061;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SJA2;Site - Pabrik;;111032414;KERTAS F4; 2.0;Rim; 60000.0;;;SPB/SJA/VIII/21;BUYER11_SJA2;Authorized
LTW210002204;3;1;2021/08/12 00:00:00.000;2021/07/31 00:00:00.000;ST163_LTW2;Site - Workshop Central;;121030274;LEVEL BLOCK; 4.0;set; 3110000.0;2 TON;;31/7-DBA-CON-27;BUYER501_HO;Authorized
LTW210002204;2;1;2021/08/12 00:00:00.000;2021/07/31 00:00:00.000;ST163_LTW2;Site - Workshop Central;;121030018;GRINDING MACHINE; 7.0;unit; 790000.0;"4""  9523 NB";;31/7-DBA-CON-27;BUYER501_HO;Authorized
LTW210002204;1;1;2021/08/12 00:00:00.000;2021/07/31 00:00:00.000;ST163_LTW2;Site - Workshop Central;;121030017;GRINDING MACHINE; 5.0;unit; 3500000.0;"7""";;31/7-DBA-CON-27;BUYER501_HO;Authorized
SYM210000414;1;1;2021/08/12 00:00:00.000;2021/09/12 00:00:00.000;ST167_SYM1;Site - Workshop;;400005101;DUMP TRUK; 1.0;unit; 40500000.0;;UKURAN BAK (3600 X 1850 X 1600) MM;TWM-Trans/NC/SYM/15;BUYER205_HO;Authorized
NAL210000995;1;1;2021/08/12 00:00:00.000;2021/09/12 00:00:00.000;ST167_NAL1;Site - Workshop;;400005101;DUMP TRUK; 1.0;unit; 40500000.0;;UKURAN BAK (3600 X 1850 X 1600) MM;TWM-Trans/NC/NAL/7;BUYER205_HO;Authorized
KTU210001111;1;1;2021/08/12 00:00:00.000;2021/09/12 00:00:00.000;ST167_KTU1;Site - Workshop;;400005101;DUMP TRUK; 1.0;unit; 40500000.0;;UKURAN BAK (3600 X 1850 X 1600) MM;TWM-Trans/NC/KTU/2;BUYER205_HO;Authorized
SLS210001146;2;1;2021/08/12 00:00:00.000;2021/06/30 00:00:00.000;ST161_SLS2;Site - Pabrik;PIPA HITAM;171690113;PIPA HITAM / STEAM; 20.0;pcs; 448000.0;"1 1/4"" x 6 m / SCH40";;090/PAB-SLS2/IV/21;BUYER504_HO;Authorized
SLS210001146;1;1;2021/08/12 00:00:00.000;2021/06/30 00:00:00.000;ST161_SLS2;Site - Pabrik;PIPA HITAM;171690130;PIPA HITAM / STEAM; 20.0;pcs; 345500.0;"1"" x 6 m / SCH40";;090/PAB-SLS2/IV/21;BUYER504_HO;Authorized
PLB210002369;1;1;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST161_PLB2;Site - Pabrik;;111031077;OKSIGEN C/W TABUNG; 7.0;btl; 2000000.0;;;MTC;BUYER505_HO;Authorized
PLB210002370;2;1;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST177_PLB2;Site - SHE;TAMU PLB2;420000419;STIKER; 20.0;lbr; 7000.0;;;SHE;BUYER11_PLB2;Authorized
PLB210002370;1;2;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST177_PLB2;Site - SHE;TITIK KOORDINATE;111000431;PLANG; 1.0;pcs; 300000.0;200cm x 150cm;;SHE;BUYER11_PLB2;Authorized
PLB210002370;1;1;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST177_PLB2;Site - SHE;JALUR EVAKUASI;111000431;PLANG; 1.0;pcs; 300000.0;200cm x 150cm;;SHE;BUYER11_PLB2;Authorized
SPP210001449;1;1;2021/08/12 00:00:00.000;2021/08/05 00:00:00.000;ST157_SPP1;Site - HPT;;131000211;SEX FEROMONE; 200.0;pcs; 95000.0;;;SPP-SITE/HPT/03/08/2;BUYER203_HO;Authorized
SYM210000400;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST167_SYM1;Site - Workshop;;700023101;RM KENDARAAN; 1.0;EA; 1200000.0;;REPAIR AC, ISI FREON;GSYM/SPB-ST/60/2021;BUYER11_SYM1;Authorized
SYM210000401;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST169_SYM1;Site - Transport Panen;;700023101;RM KENDARAAN; 1.0;EA; 1295000.0;;REPAIR ALTENATOR & DINAMO STARTER;GSYM/SPB-ST/61/2021;BUYER11_SYM1;Authorized
SYM210000402;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST169_SYM1;Site - Transport Panen;;700023101;RM KENDARAAN; 1.0;EA; 325000.0;;REPAIR LAMPU & DINAMO STARTER;GSYM/SPB-ST/62/2021;BUYER11_SYM1;Authorized
SYM210000403;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST167_SYM1;Site - Workshop;;700023102;RM MESIN; 1.0;EA; 6650000.0;;SERVICE ELECTRIK GENZET;GSYM/SPB-ST/63/2021;BUYER11_SYM1;Authorized
SYM210000404;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_SYM1;Site - Infrastructure;;700023100;RM ALAT BERAT; 1.0;EA; 480000.0;;SERVICE DINAMO STARTER;GSYM/SPB-ST/64/2021;BUYER11_SYM1;Authorized
TPP210002061;11;1;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST168_TPP1;Site - Infield;Buyer202-LEPH 175-VIII-2021 (Teknik) RO;171430497;ASSY PLATE PRESSURE; 4.0;pcs; 2585000.0;TC422-1450-0;;TEKNIK;BUYER202_HO;Authorized
TPP210002061;1;1;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST168_TPP1;Site - Infield;Buyer202-LEPH 175-VIII-2021 (Teknik) RO;111020314;ASSY LGP TYRE SCISSOR LIFT 400/600; 4.0;unit; 5950000.0;;;TEKNIK;BUYER202_HO;Authorized
SAI210001182;2;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST161_SAI1;Site - Pabrik;;111030133;MINYAK ANTI KARAT; 25.0;can; 42000.0;WD 40;;PAB/SAI/2021;BUYER504_HO;Authorized
SAI210001182;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST161_SAI1;Site - Pabrik;DUPLEX;171180168;CONNECTING CHAIN DRIVE; 30.0;pcs; 78000.0;"2"" / RS 160";;PAB/SAI/2021;BUYER504_HO;Authorized
SAI210001182;6;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST161_SAI1;Site - Pabrik;;171180095;CHAIN DRIVE SIMPLEX; 4.0;Roll; 6800000.0;"2""";;PAB/SAI/2021;BUYER504_HO;Authorized
SAI210001182;5;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST161_SAI1;Site - Pabrik;CUT 50 , DC INVERTER 50 A AIR PLASMA CUTTER  , 220 VOLT 50 AMPERE;400006155;MESIN PLASMA CUTTING; 1.0;unit; 15000000.0;;;PAB/SAI/2021;BUYER504_HO;Authorized
SAI210001182;4;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST161_SAI1;Site - Pabrik;;171690127;PIPA HITAM / STEAM; 20.0;pcs; 793980.0;"3"" x 6 m / SCH40";;PAB/SAI/2021;BUYER504_HO;Authorized
SAI210001182;3;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST161_SAI1;Site - Pabrik;;171050058;V.BELT; 16.0;pcs; 34510.0;B 59;;PAB/SAI/2021;BUYER504_HO;Authorized
SYM210000405;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST169_SYM1;Site - Transport Panen;;700023101;RM KENDARAAN; 1.0;EA; 5215000.0;;SERVICE GARDAN;GSYM/SPB-ST/65/2021;BUYER11_SYM1;Authorized
SYM210000406;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST169_SYM1;Site - Transport Panen;;700023101;RM KENDARAAN; 1.0;EA; 5215000.0;;SERVICE GARDAN;GSYM/SPB-ST/66/2021;BUYER11_SYM1;Authorized
SYM210000407;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST167_SYM1;Site - Workshop;;700023101;RM KENDARAAN; 1.0;EA; 3875000.0;;REPAIR KABIN;GSYM/SPB-ST/67/2021;BUYER11_SYM1;Authorized
SYM210000408;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST166_SYM1;Site - Infrastructure;;700023101;RM KENDARAAN; 1.0;EA; 3050000.0;;REPAIR TRANSMISI;GSYM/SPB-ST/68/2021;BUYER11_SYM1;Authorized
SAL210002452;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST163_SAL2;Site - Workshop Central;;700024179;JASA PERBAIKAN LORRY; 20.0;EA; 334750.0;;;SPB/401/VIII/2021;BUYER11_SAL2;Authorized
